filename,nwords,MLS,MLT,MLC,C_S,VP_T,C_T,DC_C,DC_T,T_S,CT_T,CP_T,CP_C,CN_T,CN_C
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_121.txt,202,28.85714286,25.25,16.83333333,1.714285714,2.375,1.5,0.333333333,0.5,1.142857143,0.625,0.875,0.583333333,3.125,2.083333333
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_122.txt,207,29.57142857,29.57142857,17.25,1.714285714,2.571428571,1.714285714,0.416666667,0.714285714,1,0.571428571,1.571428571,0.916666667,4,2.333333333
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_123.txt,181,25.85714286,25.85714286,22.625,1.142857143,1.857142857,1.142857143,0.25,0.285714286,1,0.142857143,1.428571429,1.25,3.857142857,3.375
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_124.txt,184,26.28571429,26.28571429,20.44444444,1.285714286,1.714285714,1.285714286,0.222222222,0.285714286,1,0.285714286,0.714285714,0.555555556,3.857142857,3
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_125.txt,142,23.66666667,23.66666667,12.90909091,1.833333333,2.333333333,1.833333333,0.454545455,0.833333333,1,0.5,0.333333333,0.181818182,3.5,1.909090909
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_126.txt,204,25.5,22.66666667,17,1.5,2,1.333333333,0.333333333,0.444444444,1.125,0.555555556,0.666666667,0.5,4.888888889,3.666666667
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_127.txt,174,29,29,19.33333333,1.5,2.666666667,1.5,0.333333333,0.5,1,0.333333333,1.166666667,0.777777778,4.166666667,2.777777778
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_128.txt,175,21.875,17.5,12.5,1.75,2.1,1.4,0.285714286,0.4,1.25,0.4,0.5,0.357142857,2.5,1.785714286
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_129.txt,203,25.375,25.375,22.55555556,1.125,2.125,1.125,0.222222222,0.25,1,0.25,0.75,0.666666667,4.375,3.888888889
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_130.txt,179,19.88888889,19.88888889,13.76923077,1.444444444,1.777777778,1.444444444,0.307692308,0.444444444,1,0.444444444,0.555555556,0.384615385,2.888888889,2
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_131.txt,290,26.36363636,26.36363636,14.5,1.818181818,3,1.818181818,0.4,0.727272727,1,0.545454545,0.818181818,0.45,3.272727273,1.8
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_132.txt,242,22,22,16.13333333,1.363636364,2.272727273,1.363636364,0.333333333,0.454545455,1,0.363636364,1,0.733333333,3.272727273,2.4
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_133.txt,208,20.8,20.8,16,1.3,1.5,1.3,0.230769231,0.3,1,0.3,0.8,0.615384615,2.9,2.230769231
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_134.txt,183,30.5,26.14285714,14.07692308,2.166666667,2.142857143,1.857142857,0.461538462,0.857142857,1.166666667,0.571428571,0.714285714,0.384615385,3.714285714,2
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_135.txt,202,25.25,25.25,15.53846154,1.625,2.625,1.625,0.384615385,0.625,1,0.5,0.875,0.538461538,3.5,2.153846154
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_136.txt,151,21.57142857,18.875,8.388888889,2.571428571,2.5,2.25,0.555555556,1.25,1.142857143,0.5,0.25,0.111111111,3.375,1.5
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_137.txt,199,33.16666667,28.42857143,22.11111111,1.5,1.857142857,1.285714286,0.222222222,0.285714286,1.166666667,0.142857143,1.571428571,1.222222222,4.285714286,3.333333333
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_138.txt,208,26,26,16,1.625,3.25,1.625,0.538461538,0.875,1,0.625,1.25,0.769230769,4,2.461538462
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_139.txt,214,30.57142857,26.75,17.83333333,1.714285714,2.875,1.5,0.416666667,0.625,1.142857143,0.625,1,0.666666667,2.875,1.916666667
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_140.txt,200,25,25,18.18181818,1.375,3,1.375,0.272727273,0.375,1,0.375,0.75,0.545454545,3.625,2.636363636
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_141.txt,181,22.625,22.625,12.92857143,1.75,1.875,1.75,0.428571429,0.75,1,0.625,0.625,0.357142857,3,1.714285714
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_142.txt,234,23.4,21.27272727,12.31578947,1.9,2.181818182,1.727272727,0.421052632,0.727272727,1.1,0.454545455,0.727272727,0.421052632,2.727272727,1.578947368
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_143.txt,168,16.8,18.66666667,14,1.2,1.666666667,1.333333333,0.25,0.333333333,0.9,0.222222222,0.666666667,0.5,2.777777778,2.083333333
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_144.txt,185,23.125,23.125,16.81818182,1.375,2.375,1.375,0.181818182,0.25,1,0.125,1.125,0.818181818,3.875,2.818181818
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_145.txt,103,20.6,20.6,14.71428571,1.4,1.8,1.4,0.285714286,0.4,1,0.4,0.4,0.285714286,3,2.142857143
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_146.txt,208,29.71428571,26,13.86666667,2.142857143,3,1.875,0.4,0.75,1.142857143,0.5,0.5,0.266666667,4.125,2.2
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_147.txt,204,25.5,25.5,17,1.5,2.25,1.5,0.25,0.375,1,0.375,1.125,0.75,3.75,2.5
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_148.txt,215,23.88888889,19.54545455,16.53846154,1.444444444,1.545454545,1.181818182,0.153846154,0.181818182,1.222222222,0.272727273,1,0.846153846,2.545454545,2.153846154
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_149.txt,167,27.83333333,23.85714286,12.84615385,2.166666667,2.142857143,1.857142857,0.230769231,0.428571429,1.166666667,0.428571429,0.285714286,0.153846154,3,1.615384615
C:\Users\MAC\AppData\Local\Temp\_MEI13~1\sca_parsed_files\Human_150.txt,140,28,28,15.55555556,1.8,2.4,1.8,0.111111111,0.2,1,0.2,1,0.555555556,4.2,2.333333333
